"","seqnames","start","end","width","strand"
"247","NW_016094306.1",43587,43587,1,"+"
"248","NW_016094260.1",3893144,3893144,1,"-"
"249","NW_016094290.1",69174,69174,1,"-"
"250","NW_016094286.1",1529924,1529924,1,"+"
"251","NW_016094243.1",2483941,2483941,1,"+"
"252","NW_016096146.1",2512,2512,1,"-"
"253","NW_016094305.1",2027227,2027227,1,"-"
"254","NW_016094278.1",1350099,1350099,1,"+"
"255","NW_016094716.1",38200,38200,1,"-"
"256","NW_016095393.1",6071,6071,1,"+"
"257","NW_016094462.1",560361,560361,1,"-"
"258","NW_016094252.1",2385762,2385762,1,"-"
"259","NW_016094351.1",1238742,1238742,1,"+"
"260","NW_016094277.1",3509196,3509196,1,"-"
"261","NW_016094244.1",541706,541706,1,"+"
"262","NW_016094267.1",3355762,3355762,1,"-"
"263","NW_016094318.1",2064950,2064950,1,"-"
"264","NW_016094844.1",15849,15849,1,"-"
"265","NW_016094540.1",159209,159209,1,"-"
"266","NW_016094373.1",1182773,1182773,1,"+"
"267","NW_016094353.1",553983,553983,1,"-"
"268","NW_016094841.1",107928,107928,1,"-"
"269","NW_016094240.1",6955838,6955838,1,"+"
"270","NW_016094692.1",195642,195642,1,"+"
"271","NW_016094253.1",4196139,4196139,1,"-"
"272","NW_016095026.1",60962,60962,1,"-"
"273","NW_016094322.1",1784886,1784886,1,"+"
"274","NW_016094244.1",6716852,6716852,1,"+"
"275","NW_016094336.1",659310,659310,1,"+"
"276","NW_016094267.1",2707953,2707953,1,"-"
"277","NW_016094286.1",2276403,2276403,1,"-"
"278","NW_016094253.1",2034646,2034646,1,"+"
"279","NW_016096948.1",6871,6871,1,"-"
"280","NW_016094255.1",4254275,4254275,1,"+"
"281","NW_016094506.1",482611,482611,1,"+"
"282","NW_016094449.1",19680,19680,1,"+"
"283","NW_016094259.1",2993605,2993605,1,"-"
"284","NW_016094416.1",25794,25794,1,"-"
"285","NW_016094240.1",7753285,7753285,1,"+"
"286","NW_016094244.1",1429589,1429589,1,"+"
"287","NW_016094255.1",1775358,1775358,1,"+"
"288","NW_016094360.1",1114942,1114942,1,"+"
"289","NW_016094463.1",537537,537537,1,"+"
"290","NW_016094380.1",352908,352908,1,"+"
"291","NW_016094616.1",203771,203771,1,"+"
"292","NW_016096202.1",6046,6046,1,"+"
"293","NW_016094448.1",508628,508628,1,"-"
"294","NW_016094437.1",2432,2432,1,"+"
"295","NW_016094444.1",660169,660169,1,"+"
"296","NW_016094268.1",1513827,1513827,1,"+"
"297","NW_016094247.1",2701309,2701309,1,"+"
"298","NW_016094912.1",19070,19070,1,"-"
"299","NW_016094781.1",57905,57905,1,"-"
"300","NW_016094254.1",5382056,5382056,1,"-"
"301","NW_016094281.1",2944860,2944860,1,"+"
"302","NW_016094286.1",2202993,2202993,1,"+"
"303","NW_016094986.1",15524,15524,1,"-"
"304","NW_016094348.1",160124,160124,1,"+"
"305","NW_016096102.1",5924,5924,1,"+"
"306","NW_016094429.1",433226,433226,1,"+"
"307","NW_016094246.1",5006917,5006917,1,"+"
"308","NW_016094544.1",161840,161840,1,"-"
"309","NW_016094471.1",128258,128258,1,"+"
"310","NW_016094297.1",103465,103465,1,"+"
"311","NW_016094537.1",413191,413191,1,"+"
"312","NW_016094320.1",2002934,2002934,1,"-"
"313","NW_016094430.1",624662,624662,1,"-"
"314","NW_016094441.1",747821,747821,1,"-"
"315","NW_016094656.1",137947,137947,1,"-"
"316","NW_016094261.1",1567771,1567771,1,"+"
"317","NW_016094622.1",122621,122621,1,"+"
"318","NW_016094261.1",2881697,2881697,1,"-"
"319","NW_016095562.1",5300,5300,1,"+"
"320","NW_016094248.1",1358953,1358953,1,"-"
"321","NW_016094243.1",7939603,7939603,1,"-"
"322","NW_016094309.1",2143415,2143415,1,"+"
"323","NW_016094301.1",592852,592852,1,"-"
"324","NW_016094242.1",4088658,4088658,1,"+"
"325","NW_016094300.1",2271428,2271428,1,"+"
"326","NW_016094275.1",24066,24066,1,"-"
"327","NW_016094315.1",53377,53377,1,"-"
"328","NW_016094414.1",926138,926138,1,"-"
"329","NW_016094686.1",173454,173454,1,"-"
"330","NW_016094386.1",349111,349111,1,"+"
"331","NW_016094361.1",1240928,1240928,1,"-"
"332","NW_016094248.1",3244520,3244520,1,"-"
"333","NW_016094251.1",5361292,5361292,1,"+"
"334","NW_016094272.1",4035250,4035250,1,"-"
"335","NW_016094382.1",182115,182115,1,"-"
"336","NW_016094318.1",415573,415573,1,"+"
"337","NW_016094442.1",436996,436996,1,"-"
"338","NW_016094246.1",1740624,1740624,1,"-"
"339","NW_016094270.1",74049,74049,1,"+"
"340","NW_016094351.1",1205734,1205734,1,"-"
"341","NW_016094336.1",160824,160824,1,"-"
"342","NW_016096584.1",3212,3212,1,"+"
"343","NW_016094377.1",969250,969250,1,"+"
"344","NW_016094246.1",6542757,6542757,1,"-"
"345","NW_016094272.1",2683254,2683254,1,"+"
"346","NW_016094622.1",37679,37679,1,"+"
"347","NW_016094983.1",58703,58703,1,"+"
"348","NW_016095009.1",19991,19991,1,"-"
"349","NW_016094344.1",1194273,1194273,1,"-"
"350","NW_016094253.1",2016213,2016213,1,"+"
"351","NW_016094708.1",207986,207986,1,"+"
"352","NW_016094340.1",579409,579409,1,"+"
"353","NW_016095686.1",13433,13433,1,"+"
"354","NW_016094434.1",560115,560115,1,"-"
"355","NW_016094352.1",1207119,1207119,1,"-"
"356","NW_016094532.1",46860,46860,1,"-"
"357","NW_016094414.1",884296,884296,1,"-"
"358","NW_016094291.1",1035773,1035773,1,"+"
"359","NW_016094459.1",168517,168517,1,"+"
"360","NW_016094362.1",832314,832314,1,"-"
"361","NW_016094240.1",10171109,10171109,1,"-"
"362","NW_016094437.1",136278,136278,1,"-"
"363","NW_016094282.1",1995020,1995020,1,"+"
"364","NW_016094255.1",4299919,4299919,1,"+"
"365","NW_016094296.1",1810605,1810605,1,"+"
"366","NW_016094529.1",85518,85518,1,"-"
"367","NW_016095562.1",12755,12755,1,"+"
"368","NW_016094296.1",134689,134689,1,"-"
"369","NW_016094249.1",4062907,4062907,1,"+"
"370","NW_016094427.1",205690,205690,1,"+"
"371","NW_016094293.1",635496,635496,1,"+"
"372","NW_016095179.1",26299,26299,1,"+"
"373","NW_016094291.1",2263094,2263094,1,"-"
"374","NW_016094370.1",712211,712211,1,"+"
"375","NW_016094780.1",149527,149527,1,"-"
"376","NW_016095003.1",52161,52161,1,"-"
"377","NW_016094375.1",270063,270063,1,"+"
"378","NW_016094397.1",983032,983032,1,"+"
"379","NW_016094272.1",2725152,2725152,1,"+"
"380","NW_016094440.1",408547,408547,1,"+"
"381","NW_016094277.1",18458,18458,1,"+"
"382","NW_016094386.1",40762,40762,1,"+"
"383","NW_016094356.1",1221098,1221098,1,"+"
"384","NW_016094451.1",412624,412624,1,"-"
"385","NW_016094309.1",1413218,1413218,1,"-"
"386","NW_016094275.1",3379021,3379021,1,"-"
"387","NW_016094241.1",7609527,7609527,1,"-"
"388","NW_016094309.1",1490187,1490187,1,"+"
"389","NW_016094457.1",145549,145549,1,"-"
"390","NW_016094319.1",2126375,2126375,1,"-"
"391","NW_016094361.1",571412,571412,1,"+"
"392","NW_016094610.1",252495,252495,1,"-"
"393","NW_016094617.1",109217,109217,1,"+"
"394","NW_016094240.1",5063329,5063329,1,"-"
"395","NW_016094738.1",85567,85567,1,"-"
"396","NW_016094521.1",229197,229197,1,"+"
"397","NW_016094352.1",364431,364431,1,"+"
"398","NW_016094274.1",78669,78669,1,"+"
"399","NW_016094316.1",1843585,1843585,1,"-"
"400","NW_016094626.1",144149,144149,1,"+"
"401","NW_016094525.1",368465,368465,1,"+"
"402","NW_016094461.1",224731,224731,1,"-"
"403","NW_016094277.1",839801,839801,1,"+"
"404","NW_016094246.1",6303702,6303702,1,"+"
"405","NW_016094244.1",1570016,1570016,1,"-"
"406","NW_016094697.1",86118,86118,1,"-"
"407","NW_016094602.1",148818,148818,1,"-"
"408","NW_016094599.1",310310,310310,1,"+"
"409","NW_016094250.1",3650996,3650996,1,"-"
"410","NW_016094249.1",1510879,1510879,1,"+"
"411","NW_016094286.1",1306755,1306755,1,"-"
"412","NW_016094334.1",1128034,1128034,1,"+"
"413","NW_016094423.1",134417,134417,1,"-"
"414","NW_016094242.1",6009698,6009698,1,"+"
"415","NW_016094867.1",87884,87884,1,"+"
"416","NW_016094478.1",120639,120639,1,"-"
"417","NW_016094509.1",375817,375817,1,"-"
"418","NW_016094276.1",1665354,1665354,1,"-"
"419","NW_016094249.1",5056655,5056655,1,"-"
"420","NW_016094279.1",1826051,1826051,1,"+"
"421","NW_016094298.1",2220579,2220579,1,"+"
"422","NW_016096948.1",6823,6823,1,"+"
"423","NW_016094390.1",284208,284208,1,"+"
"424","NW_016094251.1",6556106,6556106,1,"-"
"425","NW_016094414.1",388864,388864,1,"+"
"426","NW_016094281.1",1907550,1907550,1,"-"
"427","NW_016094352.1",1145833,1145833,1,"+"
"428","NW_016094608.1",72669,72669,1,"+"
"429","NW_016094277.1",1442335,1442335,1,"+"
"430","NW_016094269.1",3326667,3326667,1,"-"
"431","NW_016094242.1",4233476,4233476,1,"-"
"432","NW_016094389.1",58960,58960,1,"-"
"433","NW_016094323.1",352258,352258,1,"-"
"434","NW_016094252.1",1357381,1357381,1,"+"
"435","NW_016094481.1",463452,463452,1,"-"
"436","NW_016095100.1",3032,3032,1,"-"
"437","NW_016097073.1",5911,5911,1,"-"
"438","NW_016094313.1",224210,224210,1,"-"
"439","NW_016094289.1",1190723,1190723,1,"-"
"440","NW_016094295.1",1952599,1952599,1,"+"
"441","NW_016094452.1",663267,663267,1,"-"
"442","NW_016094258.1",4228774,4228774,1,"+"
"443","NW_016094240.1",3999518,3999518,1,"+"
"444","NW_016094699.1",206311,206311,1,"-"
"445","NW_016094628.1",139844,139844,1,"-"
"446","NW_016094357.1",27890,27890,1,"+"
"447","NW_016094947.1",87931,87931,1,"+"
"448","NW_016094318.1",610684,610684,1,"-"
"449","NW_016094241.1",9127898,9127898,1,"-"
"450","NW_016094580.1",215937,215937,1,"-"
"451","NW_016094241.1",4268052,4268052,1,"-"
"452","NW_016094264.1",4032982,4032982,1,"+"
"453","NW_016094299.1",1867888,1867888,1,"+"
"454","NW_016094243.1",994781,994781,1,"+"
"455","NW_016094499.1",303696,303696,1,"-"
"456","NW_016095007.1",44904,44904,1,"+"
"457","NW_016094280.1",2275404,2275404,1,"-"
"458","NW_016094246.1",5960395,5960395,1,"+"
"459","NW_016094360.1",1191480,1191480,1,"-"
"460","NW_016094266.1",1690903,1690903,1,"-"
"461","NW_016094262.1",69732,69732,1,"+"
"462","NW_016095048.1",66106,66106,1,"-"
"463","NW_016094264.1",2515383,2515383,1,"+"
"464","NW_016094641.1",161078,161078,1,"+"
"465","NW_016094254.1",636213,636213,1,"+"
"466","NW_016094286.1",2283091,2283091,1,"+"
"467","NW_016094258.1",4756616,4756616,1,"+"
"468","NW_016094394.1",155569,155569,1,"-"
"469","NW_016094321.1",23192,23192,1,"+"
"470","NW_016094286.1",815505,815505,1,"+"
"471","NW_016094241.1",6447474,6447474,1,"-"
"472","NW_016094625.1",42811,42811,1,"-"
"473","NW_016094252.1",163626,163626,1,"+"
"474","NW_016094275.1",2663042,2663042,1,"+"
"475","NW_016094542.1",170144,170144,1,"+"
"476","NW_016094300.1",2230232,2230232,1,"+"
"477","NW_016094330.1",892861,892861,1,"+"
"478","NW_016094553.1",185453,185453,1,"+"
"479","NW_016094309.1",150817,150817,1,"+"
"480","NW_016094369.1",222769,222769,1,"+"
"481","NW_016094305.1",1568471,1568471,1,"-"
"482","NW_016095026.1",8261,8261,1,"-"
"483","NW_016094731.1",500,500,1,"-"
"484","NW_016094340.1",1588641,1588641,1,"-"
"485","NW_016094321.1",556897,556897,1,"+"
"486","NW_016094296.1",2153980,2153980,1,"+"
"487","NW_016094537.1",82947,82947,1,"-"
"488","NW_016094261.1",2597345,2597345,1,"+"
"489","NW_016094786.1",127516,127516,1,"+"
"490","NW_016094300.1",836846,836846,1,"-"
"491","NW_016094284.1",2096441,2096441,1,"-"
"492","NW_016094777.1",153007,153007,1,"+"
"493","NW_016094272.1",9903,9903,1,"+"
"494","NW_016094246.1",6115529,6115529,1,"-"
"495","NW_016094323.1",228676,228676,1,"+"
"496","NW_016094279.1",1719300,1719300,1,"-"
"497","NW_016094267.1",2845866,2845866,1,"-"
"498","NW_016094257.1",1235290,1235290,1,"-"
"499","NW_016094418.1",96002,96002,1,"+"
"500","NW_016094308.1",1944840,1944840,1,"-"
"501","NW_016094796.1",70454,70454,1,"+"
"502","NW_016094652.1",113803,113803,1,"-"
"503","NW_016094257.1",99972,99972,1,"+"
"504","NW_016094241.1",1955568,1955568,1,"-"
"505","NW_016094241.1",10697229,10697229,1,"+"
"506","NW_016095023.1",51182,51182,1,"+"
"507","NW_016094240.1",11795484,11795484,1,"+"
"508","NW_016094377.1",159501,159501,1,"+"
"509","NW_016094693.1",173162,173162,1,"-"
"510","NW_016094379.1",614356,614356,1,"-"
"511","NW_016094260.1",1833438,1833438,1,"-"
"512","NW_016094464.1",629479,629479,1,"+"
"513","NW_016094682.1",126036,126036,1,"+"
"514","NW_016094494.1",102063,102063,1,"+"
"515","NW_016094597.1",87300,87300,1,"-"
"516","NW_016094353.1",539370,539370,1,"+"
"517","NW_016094674.1",199972,199972,1,"-"
"518","NW_016094380.1",801463,801463,1,"-"
"519","NW_016094332.1",1958317,1958317,1,"-"
"520","NW_016094405.1",361124,361124,1,"+"
"521","NW_016094255.1",759212,759212,1,"-"
"522","NW_016094259.1",3763626,3763626,1,"+"
"523","NW_016097236.1",4522,4522,1,"-"
"524","NW_016095554.1",19174,19174,1,"-"
"525","NW_016094286.1",548825,548825,1,"-"
"526","NW_016094525.1",283822,283822,1,"+"
"527","NW_016094270.1",2385529,2385529,1,"+"
"528","NW_016094572.1",208113,208113,1,"+"
"529","NW_016094292.1",970504,970504,1,"-"
"530","NW_016094366.1",1192420,1192420,1,"-"
"531","NW_016094385.1",342019,342019,1,"+"
"532","NW_016094350.1",1310826,1310826,1,"-"
"533","NW_016094296.1",2243728,2243728,1,"+"
"534","NW_016094257.1",1153937,1153937,1,"+"
"535","NW_016094258.1",4496417,4496417,1,"-"
"536","NW_016094513.1",435090,435090,1,"-"
"537","NW_016094486.1",233172,233172,1,"+"
"538","NW_016094272.1",3808586,3808586,1,"+"
"539","NW_016094257.1",2722944,2722944,1,"+"
"540","NW_016094887.1",72073,72073,1,"-"
"541","NW_016094242.1",2002506,2002506,1,"-"
"542","NW_016094249.1",953645,953645,1,"-"
"543","NW_016094282.1",2420093,2420093,1,"+"
"544","NW_016094252.1",241112,241112,1,"+"
"545","NW_016094384.1",523766,523766,1,"+"
"546","NW_016094346.1",1571975,1571975,1,"-"
"547","NW_016094294.1",1055719,1055719,1,"+"
"548","NW_016094315.1",178523,178523,1,"-"
"549","NW_016094609.1",159914,159914,1,"+"
"550","NW_016094475.1",33350,33350,1,"-"
"551","NW_016094240.1",7488156,7488156,1,"+"
"552","NW_016094243.1",1980959,1980959,1,"+"
"553","NW_016094310.1",2182500,2182500,1,"+"
"554","NW_016094361.1",208980,208980,1,"+"
"555","NW_016094241.1",8147919,8147919,1,"+"
"556","NW_016094245.1",7920082,7920082,1,"+"
"557","NW_016094361.1",72477,72477,1,"-"
"558","NW_016094246.1",2745370,2745370,1,"+"
"559","NW_016094300.1",2284336,2284336,1,"+"
"560","NW_016094302.1",2291500,2291500,1,"-"
"561","NW_016094311.1",1761370,1761370,1,"+"
"562","NW_016094468.1",291090,291090,1,"-"
