"","seqnames","start","end","width","strand"
"338","NW_016094260.1",1546650,1546650,1,"-"
"339","NW_016094243.1",7320155,7320155,1,"+"
"340","NW_016094287.1",492828,492828,1,"+"
"341","NW_016094677.1",202707,202707,1,"+"
"342","NW_016094267.1",2259981,2259981,1,"-"
"343","NW_016094398.1",293500,293500,1,"+"
"344","NW_016095433.1",20267,20267,1,"-"
"345","NW_016094267.1",670918,670918,1,"+"
"346","NW_016094250.1",2928527,2928527,1,"+"
"347","NW_016094475.1",33350,33350,1,"-"
"348","NW_016094260.1",3429264,3429264,1,"-"
"349","NW_016094682.1",60711,60711,1,"-"
"350","NW_016095220.1",23122,23122,1,"-"
"351","NW_016094252.1",5400924,5400924,1,"+"
"352","NW_016094330.1",451709,451709,1,"+"
"353","NW_016094307.1",2045492,2045492,1,"-"
"354","NW_016094255.1",4315030,4315030,1,"+"
"355","NW_016094289.1",2603538,2603538,1,"-"
"356","NW_016094242.1",8379005,8379005,1,"+"
"357","NW_016094384.1",225296,225296,1,"+"
"358","NW_016094309.1",1224546,1224546,1,"-"
"359","NW_016094290.1",2074939,2074939,1,"-"
"360","NW_016094267.1",3940068,3940068,1,"-"
"361","NW_016094519.1",97502,97502,1,"+"
"362","NW_016094255.1",409658,409658,1,"-"
"363","NW_016094321.1",316142,316142,1,"+"
"364","NW_016094362.1",1141334,1141334,1,"-"
"365","NW_016094256.1",277434,277434,1,"-"
"366","NW_016094300.1",610399,610399,1,"-"
"367","NW_016094287.1",3130819,3130819,1,"-"
"368","NW_016094258.1",208466,208466,1,"-"
"369","NW_016094271.1",3686130,3686130,1,"+"
"370","NW_016094268.1",3661749,3661749,1,"-"
"371","NW_016094266.1",215729,215729,1,"-"
"372","NW_016094272.1",1310121,1310121,1,"-"
"373","NW_016094500.1",103455,103455,1,"-"
"374","NW_016094251.1",480729,480729,1,"+"
"375","NW_016094363.1",1151348,1151348,1,"+"
"376","NW_016094362.1",390217,390217,1,"-"
"377","NW_016094309.1",38393,38393,1,"-"
"378","NW_016094243.1",5330103,5330103,1,"-"
"379","NW_016094313.1",811696,811696,1,"-"
"380","NW_016094502.1",25215,25215,1,"-"
"381","NW_016094277.1",813325,813325,1,"+"
"382","NW_016094244.1",6147487,6147487,1,"+"
"383","NW_016094248.1",6029356,6029356,1,"+"
"384","NW_016094622.1",78767,78767,1,"-"
"385","NW_016094762.1",3221,3221,1,"-"
"386","NW_016094253.1",3395,3395,1,"-"
"387","NW_016096555.1",5789,5789,1,"+"
"388","NW_016094631.1",158621,158621,1,"+"
"389","NW_016094255.1",2197305,2197305,1,"+"
"390","NW_016094297.1",1150499,1150499,1,"-"
"391","NW_016095947.1",1677,1677,1,"-"
"392","NW_016094287.1",1278311,1278311,1,"+"
"393","NW_016094267.1",3390475,3390475,1,"-"
"394","NW_016094279.1",1115176,1115176,1,"-"
"395","NW_016094259.1",2646537,2646537,1,"-"
"396","NW_016094244.1",4793176,4793176,1,"+"
"397","NW_016094461.1",471168,471168,1,"-"
"398","NW_016094681.1",52359,52359,1,"-"
"399","NW_016094241.1",6447197,6447197,1,"-"
"400","NW_016094241.1",7210295,7210295,1,"+"
"401","NW_016094297.1",705667,705667,1,"-"
"402","NW_016094243.1",589109,589109,1,"+"
"403","NW_016095002.1",3795,3795,1,"-"
"404","NW_016094240.1",8041516,8041516,1,"-"
"405","NW_016094275.1",3561165,3561165,1,"-"
"406","NW_016094487.1",116228,116228,1,"-"
"407","NW_016094282.1",3257327,3257327,1,"-"
"408","NW_016094241.1",5163691,5163691,1,"-"
"409","NW_016094259.1",1929866,1929866,1,"-"
"410","NW_016094634.1",35479,35479,1,"+"
"411","NW_016094345.1",504593,504593,1,"+"
"412","NW_016094884.1",25754,25754,1,"-"
"413","NW_016094329.1",1938005,1938005,1,"+"
"414","NW_016095666.1",10694,10694,1,"-"
"415","NW_016094602.1",148818,148818,1,"-"
"416","NW_016094365.1",1090701,1090701,1,"+"
"417","NW_016094437.1",156023,156023,1,"+"
"418","NW_016094244.1",1462059,1462059,1,"-"
"419","NW_016094315.1",1929506,1929506,1,"+"
"420","NW_016094663.1",26633,26633,1,"+"
"421","NW_016095051.1",32026,32026,1,"+"
"422","NW_016094454.1",559039,559039,1,"-"
"423","NW_016094383.1",572533,572533,1,"-"
"424","NW_016094557.1",102856,102856,1,"+"
"425","NW_016094319.1",2203719,2203719,1,"+"
"426","NW_016094274.1",1562285,1562285,1,"+"
"427","NW_016094595.1",76713,76713,1,"-"
"428","NW_016094539.1",246522,246522,1,"+"
"429","NW_016094255.1",2251351,2251351,1,"-"
"430","NW_016094303.1",1051443,1051443,1,"+"
"431","NW_016094340.1",1133010,1133010,1,"+"
"432","NW_016094513.1",355683,355683,1,"-"
"433","NW_016094373.1",1023264,1023264,1,"-"
"434","NW_016094310.1",710325,710325,1,"-"
"435","NW_016094330.1",522832,522832,1,"-"
"436","NW_016094388.1",251374,251374,1,"-"
"437","NW_016094242.1",966159,966159,1,"+"
"438","NW_016094628.1",115698,115698,1,"+"
"439","NW_016094531.1",80448,80448,1,"+"
"440","NW_016094240.1",3219664,3219664,1,"-"
"441","NW_016094973.1",2742,2742,1,"+"
"442","NW_016094310.1",126600,126600,1,"+"
"443","NW_016094240.1",7883696,7883696,1,"+"
"444","NW_016094287.1",3084216,3084216,1,"-"
"445","NW_016094263.1",1311927,1311927,1,"-"
"446","NW_016094343.1",863253,863253,1,"-"
"447","NW_016094435.1",654038,654038,1,"-"
"448","NW_016095026.1",60962,60962,1,"-"
"449","NW_016094305.1",733396,733396,1,"+"
"450","NW_016094275.1",3240750,3240750,1,"+"
"451","NW_016094260.1",989688,989688,1,"-"
"452","NW_016094669.1",79531,79531,1,"-"
"453","NW_016094396.1",9422,9422,1,"-"
"454","NW_016094588.1",219961,219961,1,"-"
"455","NW_016094466.1",452284,452284,1,"-"
"456","NW_016094246.1",4433954,4433954,1,"+"
"457","NW_016094313.1",1410885,1410885,1,"-"
"458","NW_016094333.1",1148960,1148960,1,"-"
"459","NW_016094378.1",839184,839184,1,"+"
"460","NW_016094383.1",1063360,1063360,1,"+"
"461","NW_016095113.1",1834,1834,1,"-"
"462","NW_016094603.1",158753,158753,1,"+"
"463","NW_016095366.1",15345,15345,1,"-"
"464","NW_016094317.1",208502,208502,1,"-"
"465","NW_016094255.1",3991779,3991779,1,"-"
"466","NW_016096823.1",5526,5526,1,"-"
"467","NW_016094316.1",1354826,1354826,1,"-"
"468","NW_016094255.1",1576743,1576743,1,"-"
"469","NW_016094414.1",923329,923329,1,"+"
"470","NW_016094396.1",926477,926477,1,"+"
"471","NW_016094332.1",194174,194174,1,"-"
"472","NW_016094289.1",389422,389422,1,"+"
"473","NW_016094292.1",1043917,1043917,1,"+"
"474","NW_016094521.1",64498,64498,1,"-"
"475","NW_016094310.1",1637687,1637687,1,"-"
"476","NW_016094313.1",1223748,1223748,1,"-"
"477","NW_016094433.1",341773,341773,1,"-"
"478","NW_016094336.1",1283265,1283265,1,"+"
"479","NW_016096983.1",3926,3926,1,"-"
"480","NW_016094808.1",93649,93649,1,"-"
"481","NW_016094317.1",252363,252363,1,"-"
"482","NW_016094244.1",2927546,2927546,1,"+"
"483","NW_016094281.1",342803,342803,1,"-"
"484","NW_016094282.1",696682,696682,1,"-"
"485","NW_016094328.1",1028408,1028408,1,"+"
"486","NW_016094340.1",237262,237262,1,"+"
"487","NW_016094378.1",835330,835330,1,"+"
"488","NW_016096043.1",7263,7263,1,"+"
"489","NW_016094967.1",78009,78009,1,"+"
"490","NW_016094296.1",356235,356235,1,"-"
"491","NW_016094264.1",4418014,4418014,1,"+"
"492","NW_016094617.1",166882,166882,1,"-"
"493","NW_016094557.1",261934,261934,1,"+"
"494","NW_016094262.1",1127128,1127128,1,"-"
"495","NW_016094464.1",420899,420899,1,"+"
"496","NW_016094269.1",3110425,3110425,1,"-"
"497","NW_016094279.1",1704284,1704284,1,"+"
"498","NW_016094306.1",540586,540586,1,"+"
"499","NW_016094272.1",1670409,1670409,1,"-"
"500","NW_016094294.1",2693497,2693497,1,"+"
"501","NW_016094261.1",2098390,2098390,1,"-"
"502","NW_016094242.1",18214,18214,1,"-"
"503","NW_016094792.1",123669,123669,1,"-"
"504","NW_016094854.1",81226,81226,1,"-"
"505","NW_016094755.1",120586,120586,1,"+"
"506","NW_016094442.1",540522,540522,1,"-"
"507","NW_016094260.1",1391262,1391262,1,"+"
"508","NW_016095343.1",21540,21540,1,"-"
"509","NW_016094258.1",2737839,2737839,1,"-"
"510","NW_016094277.1",2778643,2778643,1,"+"
"511","NW_016094247.1",5209642,5209642,1,"+"
"512","NW_016094274.1",3969609,3969609,1,"+"
"513","NW_016094251.1",4698872,4698872,1,"+"
"514","NW_016094331.1",1035307,1035307,1,"-"
"515","NW_016094386.1",171487,171487,1,"-"
"516","NW_016094352.1",1338058,1338058,1,"-"
"517","NW_016094287.1",3091497,3091497,1,"-"
"518","NW_016094260.1",1767634,1767634,1,"-"
"519","NW_016094262.1",3728676,3728676,1,"+"
"520","NW_016094267.1",2884137,2884137,1,"+"
"521","NW_016094436.1",746912,746912,1,"-"
"522","NW_016094255.1",1381969,1381969,1,"-"
"523","NW_016094464.1",168820,168820,1,"-"
"524","NW_016094249.1",5158618,5158618,1,"+"
"525","NW_016094355.1",1129393,1129393,1,"+"
"526","NW_016094317.1",247239,247239,1,"+"
"527","NW_016094593.1",34282,34282,1,"+"
"528","NW_016094368.1",343143,343143,1,"-"
"529","NW_016094512.1",70440,70440,1,"-"
"530","NW_016094281.1",3343068,3343068,1,"-"
"531","NW_016094535.1",112732,112732,1,"-"
"532","NW_016096348.1",6988,6988,1,"+"
"533","NW_016094244.1",1417881,1417881,1,"+"
"534","NW_016095535.1",6225,6225,1,"-"
"535","NW_016094396.1",838331,838331,1,"+"
"536","NW_016094311.1",748214,748214,1,"+"
"537","NW_016096056.1",7416,7416,1,"+"
"538","NW_016094271.1",3672356,3672356,1,"-"
"539","NW_016094303.1",2273651,2273651,1,"+"
"540","NW_016094969.1",63726,63726,1,"-"
"541","NW_016094306.1",370632,370632,1,"-"
"542","NW_016094429.1",646136,646136,1,"+"
"543","NW_016094332.1",1038074,1038074,1,"+"
"544","NW_016094273.1",2160945,2160945,1,"-"
"545","NW_016094241.1",7885718,7885718,1,"+"
"546","NW_016094347.1",1154253,1154253,1,"-"
"547","NW_016094455.1",51464,51464,1,"-"
"548","NW_016094310.1",1878227,1878227,1,"-"
"549","NW_016094240.1",11133625,11133625,1,"+"
"550","NW_016094433.1",20509,20509,1,"+"
"551","NW_016094309.1",2160567,2160567,1,"-"
"552","NW_016094412.1",635032,635032,1,"-"
"553","NW_016094252.1",4791883,4791883,1,"+"
"554","NW_016094324.1",1517549,1517549,1,"+"
"555","NW_016094274.1",478573,478573,1,"+"
"556","NW_016094240.1",755366,755366,1,"+"
"557","NW_016094405.1",923566,923566,1,"-"
"558","NW_016094249.1",5766280,5766280,1,"+"
"559","NW_016094468.1",596296,596296,1,"+"
"560","NW_016094251.1",4429248,4429248,1,"+"
"561","NW_016094415.1",127949,127949,1,"+"
